series,frame,dlite_index,label,radius,pimorph_edge,dlite_CellFIT,dlite_DLITE,pimorph_tension_only_r0.1,pimorph_pressure_curvature_r0.1
1,0,0,0,50.054450459260075,,0.35906994101408707,0.2249369006891848,,
1,0,1,1,95.07810758089231,,-0.04823250896687223,0.0,,
1,0,2,2,255.93173892008872,,0.36776741115187284,0.22572923478993362,,
1,0,3,3,507.58973402292605,0.0,0.2865389004667886,0.14336058622007525,,
1,0,4,4,467.51673591067987,5.0,0.078144725214708,0.10955735395009382,,
1,0,5,5,255.76291603306822,,2.4291623657121604,0.3842917684554557,,
1,0,6,6,447503.35501729354,,2.1750814310618143,0.33564144644125865,,
1,0,7,7,163.30914339717756,,1.7812218000697562,0.2500603639549197,,
1,0,8,8,700975.4469552677,,1.5006100730474425,0.19672069504559123,,
1,0,9,9,711.2685231845364,,1.9936879225809596,0.25229296506028104,,
1,0,10,10,75.81337792206081,32.0,1.3068151669166073,0.12831010222228878,,
1,0,11,11,309.4240900503001,5.0,2.3032328960557,0.4209980666282653,,
1,0,12,12,117.91216968971204,33.0,1.1209139037864442,0.3061187619170203,1.0183539228245932,0.8392173656402561
1,0,13,13,134.29507707288275,,1.1356809439979776,0.28939251408645267,,
1,0,14,14,133.16876938231187,26.0,1.0778547111741714,0.27293552477268307,2.089740210251256,0.986520451258241
1,0,15,15,539.8246919015102,17.0,0.7381981457838048,0.194243482082739,1.2076131911753885,1.3705000443829494
1,0,16,16,131.77120428032728,19.0,0.858612791342568,0.21889341601531237,1.6113747109185068,1.1991731266074157
1,0,17,17,478.9686016084335,10.0,0.5847142513345897,0.16894240003056865,1.5938532512824561,1.895194933165895
1,0,18,18,523.2421636565621,6.0,0.3893119988721338,0.13942424731097686,0.9205017037185166,1.1337179482778252
1,0,19,19,1081.3214237088002,4.0,0.3833984281016235,0.14041705152407974,1.5830421161425203,2.074961685521394
1,0,20,20,2833.381198673851,0.0,0.13709667445922427,0.14166793375849465,,
1,0,21,21,79.44214577959966,1.0,0.322177109966899,0.2410843402966378,,
1,0,22,22,2220.352621886065,1.0,1.3114012702690276,0.3675434558276686,,
1,0,23,23,1015839.3812822953,11.0,0.6375599287043704,0.17283805333914887,1.49535864430755,1.6718020260265254
1,0,24,24,67.22938856871359,26.0,0.6447051690841432,0.14290664403242756,2.089740210251256,0.986520451258241
1,0,25,25,529.0495658757777,27.0,0.017356396454219332,0.014065390329186425,,
1,0,26,26,159.73754815836688,14.0,0.5676575981771119,0.18513800484936185,,
1,0,27,27,528.4886494955128,12.0,1.0786442546419406,0.29224330738753945,,
1,0,28,28,1273.3602378113792,34.0,0.8223836631691239,0.13605356326356957,,
1,0,29,29,563.2974962076928,34.0,0.856085955087239,0.14268351629866666,,
1,0,30,30,264.2916533342811,,1.2047608190899561,0.1889911442444173,,
1,0,31,31,240.89635151674895,37.0,1.1507588071228498,0.15954670654863992,,
1,0,32,32,456.8987054725079,37.0,1.0498075647899254,0.1424588125575834,,
1,0,33,33,343.33480807375133,37.0,1.6695646102726724,0.2132232210509794,,
1,0,34,34,322742.90355528984,,2.4455292309449423,0.301185328313292,,
1,0,35,35,430.254755783281,13.0,0.41411581266399505,0.18441398706785012,,
1,0,36,36,154.14579609842076,13.0,0.5569998152626924,0.0993849258531333,,
1,0,37,37,11.729625032718797,,0.6774529404413111,0.15821142997767046,,
1,0,38,38,2257.6737754596898,13.0,0.9955925798104404,0.2223085966040511,,
1,0,39,39,1192.0402774762629,13.0,1.073285174439623,0.2686052674026575,,
1,0,40,40,36.76476471191801,,1.1254934621169623,0.213303147745844,,
1,0,41,41,60159.317028077516,,1.0594734146023557,0.18766224473444398,,
1,0,42,42,806.1964002086127,,1.148878642193271,0.19575624783894524,,
1,0,43,43,476.0827145685141,,0.225156469020075,0.04516591548562872,,
1,0,44,44,302.6137433013605,,0.1591610812934754,0.0,,
1,0,45,45,26.058379607652096,32.0,1.6380115429332267,0.21074384124650422,,
1,0,46,46,281.7673186548128,35.0,1.6650538278733211,0.2157786756230777,,
1,0,47,47,28.22335986296551,,1.6824846532536888,0.23887273538254306,,
1,0,48,48,1322.1054819390329,35.0,-0.004943938519830556,0.059768610212406065,,
1,0,49,49,447.728341077265,36.0,0.5805430082432996,0.08588483291581452,,
1,0,50,50,244.75161220638006,34.0,0.5978887734963388,0.12250338357684722,,
1,0,51,51,374.44428914653435,,0.497556760877581,0.07641212083642832,,
1,0,52,52,46.990778038976735,,0.5039963822696439,0.0747051787959203,,
1,0,53,53,161.04476231428666,,0.0672720279596293,0.007644320869884141,,
1,0,54,54,2844.098147010749,,0.43683409988221084,0.05770224653456464,,
1,0,55,55,859.771437246239,,1.7994311641147054,0.2512390951317339,,
1,0,56,56,385.4531155148965,,1.1609098794291228,0.27390232525125213,,
1,0,57,57,102.47098672767598,,1.8632401427105978,0.24159694974203244,,
1,0,58,58,112.07734869769266,,0.758130261006305,0.2065692493886329,,
1,0,59,59,611.6706748436563,,1.1242789818284404,0.19140084669479038,,
1,0,60,60,68.35515598788223,,2.168081798628406,0.27581868361732353,,
1,0,61,61,253.1470215390253,,3.288346891217124,0.4084095893417578,,
1,1,0,62,328.33745920082026,,61.0,0.22572923478993362,,
1,1,1,2,3188.6957134446097,,-0.0,0.20597212958094102,,
1,1,2,3,410.0876113146187,0.0,-0.0,0.12613765465054155,,
1,1,3,18,155068.21799747145,3.0,-0.0,0.11441281053823078,1.1062821732184107,1.074568511436187
1,1,4,19,1804.7417042591048,2.0,-0.0,0.0908383006562796,0.7977788651158518,0.8980880653939456
1,1,5,20,2287.4706345350014,0.0,-0.0,0.13837572574797277,,
1,1,6,44,154.33982865401813,,-0.0,0.0,,
1,1,7,17,522.6032581460462,5.0,-0.0,0.11499175791684484,1.0959389550229197,1.0273433809663417
1,1,8,15,391.17303366578625,4.0,-0.0,0.1328809344579791,,
1,1,9,12,30.92351678569301,4.0,-0.0,0.21453394035519652,,
1,1,10,11,496.31396274892796,4.0,-0.0,0.31355402444629016,,
1,1,11,4,509.13089624584757,4.0,-0.0,0.06501456099843013,,
1,1,12,16,86.01004148335238,1.0,-0.0,0.16474627263975866,,
1,1,13,23,6611.509928221317,1.0,-0.0,0.3211913797308983,,
1,1,14,22,410.28057345260993,1.0,-0.0,0.3928379815198484,,
1,1,15,21,101.75982242369342,1.0,-0.0,0.19720246992109097,,
1,1,16,40,28.15011535831003,,-0.0,0.19425825630941596,,
1,1,17,43,685.2492338127936,,-0.0,0.05923840011130039,,
1,1,18,41,698.4396579682785,,-0.0,0.15750838672800455,,
1,1,19,42,874.8366475946142,,-0.0,0.15262464640730927,,
1,1,20,27,469.1941793836335,,-0.0,0.2935479432142108,,
1,1,21,39,16691.766263232417,6.0,-0.0,0.16449437223432617,,
1,1,22,26,324.08815319592736,6.0,-0.0,0.2373933995650766,,
1,1,23,25,589.3670895195921,,-0.0,0.03372637782908844,,
1,1,24,24,28.952623395885823,,-0.0,0.1303309895468138,,
1,1,25,14,117.6874009146431,,-0.0,0.2972287943632972,,
1,1,26,13,124.41089691229347,,-0.0,0.22186607607063624,,
1,1,27,28,657.023811155193,,-0.0,0.15663790611568973,,
1,1,28,29,451.64152267162086,,-0.0,0.23817092842774534,,
1,1,29,30,117.86939551874181,,-0.0,0.21570337402094286,,
1,1,30,31,227.21274101335027,8.0,-0.0,0.12836490585178661,,
